City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,vikulovo,56.8167,70.6107,8.5,76,22,4.75,RU,1697596181
84,hawaiian paradise park,19.5933,-154.9731,26.73,81,75,4.12,US,1697595751
85,pecs,46.0833,18.2333,3.98,75,0,1.54,HU,1697596182
86,arraial do cabo,-22.9661,-42.0278,23.92,88,0,3.09,BR,1697595581
87,sisimiut,66.9395,-53.6735,-8.0,81,38,4.6,GL,1697595800
88,itacorubi,-27.5832,-48.495,20.38,71,100,5.66,BR,1697596182
89,san salvador de jujuy,-24.1946,-65.2971,16.74,88,100,0.79,AR,1697596182
90,ilulissat,69.2167,-51.1,-8.99,67,75,3.6,GL,1697595758
91,tuy hoa,13.0833,109.3,26.84,82,100,2.1,VN,1697596182
92,vallegrande,-18.4897,-64.1069,14.77,86,47,1.4,BO,1697596182
93,tazovsky,67.4667,78.7,5.09,96,100,5.77,RU,1697595777
94,udachny,66.4167,112.4,-9.75,85,91,6.36,RU,1697595750
95,jinzhou,41.1078,121.1417,14.44,44,100,3.27,CN,1697596183
96,port mathurin,-19.6833,63.4167,23.69,81,21,4.28,MU,1697595753
97,ushuaia,-54.8,-68.3,11.81,91,40,8.23,AR,1697595753
98,kapuskasing,49.4169,-82.4331,4.05,100,0,1.54,CA,1697595765
99,weno,7.4515,151.8468,29.97,89,100,3.6,FM,1697595785
100,hadibu,12.65,54.0333,26.97,75,11,1.96,YE,1697595766
101,peschanokopskoye,46.1961,41.0775,8.62,70,100,1.08,RU,1697596183
102,nahiyat ash shinafiyah,31.5874,44.6602,23.99,36,0,1.23,IQ,1697596184
103,lihue,21.9789,-159.3672,28.58,70,100,2.57,US,1697595767
104,nueve de julio,-35.4444,-60.8831,9.98,54,0,3.92,AR,1697596184
105,olonkinbyen,70.9221,-8.7187,0.84,79,100,2.77,SJ,1697595752
106,port alfred,-33.5906,26.891,16.56,80,0,3.73,ZA,1697595761
107,aasiaat,68.7098,-52.8699,-16.01,86,67,2.26,GL,1697595777
108,prince rupert,54.3161,-130.3201,13.05,83,100,19.03,CA,1697595744
109,puerto ayora,-0.7393,-90.3518,24.19,94,22,2.24,EC,1697595748
110,haiku-pauwela,20.9219,-156.3051,30.01,57,20,2.06,US,1697596184
111,acarau,-2.8856,-40.12,26.02,77,100,6.09,BR,1697595782
112,tiksi,71.6872,128.8694,-14.94,100,100,1.59,RU,1697595756
113,bridgewater,44.3835,-64.5155,8.82,92,100,3.6,CA,1697596185
114,sosnovka,56.255,51.2842,3.53,69,97,6.71,RU,1697596185
115,newman,37.3138,-121.0208,25.13,61,0,0.45,US,1697595792
116,arno,60.1167,18.6333,5.99,86,100,5.74,SE,1697595808
117,erenhot,43.6475,111.9767,9.65,21,10,9.92,CN,1697596185
118,severo-yeniseyskiy,60.3725,93.0408,-3.01,98,88,1.34,RU,1697596185
119,new norfolk,-42.7826,147.0587,21.07,24,9,1.6,AU,1697595774
120,magadan,59.5667,150.8,-2.32,75,0,4.92,RU,1697595757
121,prince george,53.9166,-122.753,10.14,72,100,6.69,CA,1697596121
122,pacasmayo,-7.4006,-79.5714,19.93,84,28,6.86,PE,1697596186
123,bhamo,24.2667,97.2333,26.1,62,2,0.5,MM,1697596186
124,petropavlovsk-kamchatsky,53.0452,158.6483,6.36,88,75,4.0,RU,1697595762
125,dzhalagash,45.0833,64.6667,9.58,47,12,2.78,KZ,1697596186
126,geraldton,-28.7667,114.6,23.23,56,2,4.63,AU,1697595757
127,dapa,9.7594,126.0531,29.08,68,76,1.52,PH,1697596186
128,georgetown,5.4112,100.3354,28.96,81,20,2.06,MY,1697595610
129,fort-shevchenko,44.5086,50.263,11.43,57,72,1.83,KZ,1697596186
130,talnakh,69.4865,88.3972,-0.44,96,100,8.83,RU,1697595758
131,ust-nera,64.5667,143.2,-15.44,85,97,1.34,RU,1697595753
132,hasaki,35.7333,140.8333,22.22,58,82,3.99,JP,1697595810
133,nanao,37.05,136.9667,22.11,55,3,1.32,JP,1697596187
134,vernal,40.4555,-109.5287,15.62,45,0,2.57,US,1697596187
135,jamestown,42.097,-79.2353,9.77,100,100,2.57,US,1697595458
136,port augusta,-32.5,137.7667,26.95,15,0,0.63,AU,1697595796
137,dudinka,69.4058,86.1778,-0.18,98,100,2.68,RU,1697595777
138,susuman,62.7833,148.1667,-13.9,62,26,0.45,RU,1697595750
139,muisne,0.6,-80.0333,25.42,84,85,2.14,EC,1697596187
140,belmonte,-15.8631,-38.8828,22.8,80,64,2.1,BR,1697596187
141,gaillimh,53.2719,-9.0489,10.91,91,100,9.09,IE,1697596188
142,bamboo flat,11.7,92.7167,28.05,83,40,1.03,IN,1697595813
143,punta arenas,-53.15,-70.9167,9.06,71,75,7.72,CL,1697595748
144,port lavaca,28.615,-96.6261,18.32,72,0,2.06,US,1697596188
145,robertsport,6.7533,-11.3686,25.55,86,93,1.83,LR,1697596188
146,hasimara,26.747,89.3519,23.86,62,0,0.79,IN,1697596188
147,usogorsk,63.4106,48.6872,3.15,87,100,3.45,RU,1697596188
148,itaueira,-7.6033,-43.0256,25.43,30,1,2.18,BR,1697596188
149,taulaga,-11.0553,-171.0883,27.45,80,85,5.72,AS,1697596188
150,campbell river,50.0163,-125.2446,12.47,100,100,10.8,CA,1697596074
151,whitecourt,54.1502,-115.6855,10.58,62,40,3.09,CA,1697596189
152,zabol,32.25,67.25,10.53,26,8,2.85,AF,1697596189
153,posto fiscal rolim de moura,-13.0833,-62.2667,26.17,62,60,0.78,BR,1697596189
154,hernando,28.5419,-82.4582,16.46,87,0,0.0,US,1697596189
155,urangan,-25.3,152.9,21.53,65,41,8.57,AU,1697596189
156,college,64.8569,-147.8028,1.97,83,75,0.0,US,1697595746
157,sanctuary point,-35.1114,150.629,18.75,59,68,3.13,AU,1697596189
158,cabedelo,-6.9811,-34.8339,23.37,75,73,6.31,BR,1697596189
159,nantong,32.0303,120.8747,22.17,58,0,5.95,CN,1697596190
160,nova sintra,14.8667,-24.7167,25.26,71,0,2.57,CV,1697595772
161,qarazhal,48.0078,70.7903,7.36,38,95,3.75,KZ,1697596190
162,grand falls-windsor,48.9332,-55.6649,1.95,91,100,0.58,CA,1697596190
163,oyem,1.5995,11.5793,20.28,100,100,0.88,GA,1697596190
164,taksimo,56.3444,114.8794,2.06,57,91,1.34,RU,1697596190
165,kilindoni,-7.9139,39.6668,26.02,75,97,4.04,TZ,1697596190
166,kemin,42.7846,75.6892,13.84,37,100,2.36,KG,1697596190
167,trairi,-3.2778,-39.2689,25.84,79,93,5.8,BR,1697595782
168,baotou,40.6522,109.8222,11.09,23,81,1.6,CN,1697595763
169,seguin,29.5688,-97.9647,20.44,44,0,2.06,US,1697596191
170,afaahiti,-17.75,-149.2833,27.93,85,96,7.33,PF,1697596191
171,saudarkrokur,65.7461,-19.6394,5.8,92,99,4.7,IS,1697596191
172,pangody,65.85,74.4859,4.46,93,100,5.5,RU,1697595805
173,kattivakkam,13.2167,80.3167,27.82,81,56,3.46,IN,1697596191
174,nar'yan-mar,67.6713,53.087,1.17,89,100,4.02,RU,1697595760
175,hakui,36.8833,136.7833,23.47,52,3,0.3,JP,1697595769
176,saint-philippe,-21.3585,55.7679,22.77,77,100,2.32,RE,1697595744
177,luena,-11.7833,19.9167,18.1,94,0,5.66,AO,1697596191
178,mar del plata,-38.0023,-57.5575,9.41,84,0,2.06,AR,1697595779
179,paragominas,-2.9667,-47.4833,22.97,96,99,1.52,BR,1697596191
180,sur,22.5667,59.5289,27.61,58,0,4.45,OM,1697596192
181,la sarre,48.8002,-79.1996,4.63,84,0,1.94,CA,1697596095
182,balangir,20.7167,83.4833,24.35,74,4,1.18,IN,1697596192
183,whitehorse,60.7161,-135.0538,8.34,90,100,1.03,CA,1697595761
184,praia da vitoria,38.7333,-27.0667,22.14,88,40,7.65,PT,1697595797
185,avarua,-21.2078,-159.775,25.03,61,49,6.17,CK,1697595749
186,adiyaman,37.75,38.25,16.7,41,61,1.25,TR,1697595900
187,howrah,22.5892,88.3103,28.0,78,20,0.0,IN,1697596192
188,nemuro,43.3236,145.575,13.93,61,25,6.53,JP,1697595768
189,coroata,-4.13,-44.1242,24.52,84,74,1.41,BR,1697596192
190,ribeira grande,38.5167,-28.7,22.1,94,100,8.05,PT,1697595758
191,baicheng,45.6167,122.8167,14.11,24,91,4.76,CN,1697596193
192,minas de marcona,-15.2119,-75.1103,15.58,83,92,4.59,PE,1697595807
193,goure,13.9835,10.2704,29.48,20,32,3.46,NE,1697596193
194,kailua-kona,19.6406,-155.9956,29.43,71,0,2.06,US,1697596193
195,zhezqazghan,47.7833,67.7667,-0.68,74,0,5.0,KZ,1697596193
196,tamanrasset,22.785,5.5228,20.95,18,0,3.09,DZ,1697595757
197,st. john's,47.5649,-52.7093,4.82,91,100,0.45,CA,1697595538
198,alice springs,-23.7,133.8833,26.75,12,0,5.14,AU,1697595770
199,uyovu,-3.2833,31.5258,20.51,69,100,1.43,TZ,1697596193
200,veraval,20.9,70.3667,25.7,68,5,5.21,IN,1697596194
201,qaqortoq,60.7167,-46.0333,-1.11,51,7,2.26,GL,1697595754
202,stanley,54.868,-1.6985,9.87,89,40,4.63,GB,1697595747
203,moranbah,-22.0016,148.0466,28.22,38,10,8.7,AU,1697596194
204,amga,60.8953,131.9608,-3.34,52,100,3.13,RU,1697595766
205,mawu,29.5923,107.3139,22.77,61,38,1.39,CN,1697596194
206,gaigeturi,33.4644,126.3183,20.03,68,0,2.57,KR,1697596194
207,i-n-salah,27.1935,2.4607,25.83,18,2,2.32,DZ,1697596194
208,christchurch,-43.5333,172.6333,20.85,58,100,4.63,NZ,1697596171
209,pizarro,4.9533,-77.366,26.51,84,100,1.39,CO,1697596195
210,aksuat,48.7167,83.7,7.17,38,0,1.08,KZ,1697596195
211,pimentel,-6.8367,-79.9342,20.16,83,0,8.23,PE,1697595777
212,vilyuysk,63.7553,121.6247,-3.23,96,100,2.24,RU,1697595774
213,tarko-sale,64.9225,77.785,4.44,88,100,5.36,RU,1697596195
214,chonchi,-42.6128,-73.8092,8.4,96,61,1.42,CL,1697595794
215,lethem,3.3803,-59.7968,28.03,64,82,1.69,GY,1697595803
216,surgut,61.25,73.4167,8.84,93,0,5.0,RU,1697595952
217,yeraliyev,43.2,51.65,9.91,64,57,3.29,KZ,1697596195
218,winneba,5.3511,-0.6231,24.5,89,88,2.14,GH,1697596195
219,buala,-8.145,159.5921,29.2,71,41,3.88,SB,1697595794
220,cobija,-11.0267,-68.7692,26.08,64,6,1.3,BO,1697595772
221,downpatrick,54.3263,-5.7035,11.72,81,100,11.14,GB,1697596196
222,padang,-0.9492,100.3543,27.03,75,100,0.66,ID,1697595799
223,brisas de zicatela,15.8369,-97.0419,26.52,79,90,1.76,MX,1697595809
224,egilsstadir,65.2653,-14.3948,2.95,93,75,3.09,IS,1697596196
225,fortuna,40.5982,-124.1573,14.64,95,40,2.06,US,1697595785
226,lata,40.1629,-8.3327,17.82,91,82,3.74,PT,1697595768
227,tolanaro,-25.0319,46.9987,21.89,95,100,4.49,MG,1697595529
228,sao joao da barra,-21.6403,-41.0511,23.6,91,100,3.77,BR,1697596196
229,wailua homesteads,22.0669,-159.378,28.24,71,100,2.57,US,1697595756
230,komlo,46.1928,18.2649,3.69,52,4,1.42,HU,1697596197
231,laojunmiao,39.8333,97.7333,1.09,64,95,3.2,CN,1697595793
232,tura,25.5198,90.2201,23.4,77,0,0.38,IN,1697596197
233,coquimbo,-29.9533,-71.3436,13.85,88,100,2.06,CL,1697595764
234,wang nam yen,13.5033,102.1812,27.57,75,89,1.53,TH,1697596197
235,hilo,19.7297,-155.09,26.85,81,75,4.12,US,1697595797
236,calingasta,-31.3308,-69.4078,14.98,28,43,3.07,AR,1697596197
237,bodo,67.28,14.405,1.02,93,75,1.54,NO,1697596197
238,fort bragg,35.139,-79.006,15.75,85,100,0.0,US,1697595507
239,hithadhoo,-0.6,73.0833,27.25,75,12,5.78,MV,1697595777
240,ghanzi,-21.5667,21.7833,17.26,34,9,4.26,BW,1697596197
241,uturoa,-16.7333,-151.4333,25.9,83,78,6.06,PF,1697595751
242,kapa'a,22.0752,-159.319,28.99,70,100,2.57,US,1697595774
243,salinopolis,-0.6136,-47.3561,26.26,86,100,4.81,BR,1697595791
244,callao,-12.0667,-77.15,20.95,82,75,6.17,PE,1697595796
245,daru,-9.0763,143.2092,27.38,78,91,4.1,PG,1697596198
246,paimpol,48.7784,-3.0438,16.85,89,100,9.11,FR,1697596198
247,tabou,4.423,-7.3528,24.55,91,86,0.57,CI,1697596198
248,itoman,26.1247,127.6694,27.43,56,40,3.09,JP,1697595802
249,suntar,62.1444,117.6319,-1.59,93,99,1.79,RU,1697596198
250,kichmengskiy gorodok,59.9816,45.7854,1.08,97,100,5.81,RU,1697596198
251,naze,28.3667,129.4833,23.51,54,0,2.55,JP,1697595808
252,nova olinda do norte,-3.8881,-59.0942,26.11,72,43,1.66,BR,1697596199
253,arvin,35.2091,-118.8284,23.89,76,0,0.54,US,1697596199
254,macheng,31.1783,115.0319,24.99,44,8,0.7,CN,1697596199
255,luganville,-15.5333,167.1667,28.44,69,56,3.54,VU,1697595790
256,norilsk,69.3535,88.2027,-0.32,94,100,6.9,RU,1697595718
257,nogliki,51.8333,143.1667,9.08,84,91,3.13,RU,1697596199
258,general jose de san martin,-26.5374,-59.3416,21.75,85,100,4.62,AR,1697596199
259,nova vicosa,-17.8919,-39.3719,23.11,83,8,4.22,BR,1697596199
260,margaret river,-33.95,115.0667,18.17,61,23,4.98,AU,1697595770
261,lodja,-3.4833,23.4333,20.49,99,97,0.5,CD,1697596200
262,san andres,12.5847,-81.7006,29.01,84,20,5.14,CO,1697596200
263,eyl,7.9803,49.8164,26.58,82,7,1.72,SO,1697595775
264,nuuk,64.1835,-51.7216,-4.66,63,0,8.23,GL,1697595586
265,katiola,8.1333,-5.1,22.51,95,87,0.79,CI,1697596200
266,oum hadjer,13.2954,19.6966,27.61,20,85,3.18,TD,1697596200
267,acapulco de juarez,16.8634,-99.8901,28.9,79,100,3.6,MX,1697596162
268,alexandria,31.2156,29.9553,19.3,66,0,3.55,EG,1697596201
269,zhumysker,49.3333,49.4,3.79,62,10,4.38,KZ,1697596201
270,gurlan,41.8447,60.3919,9.04,47,100,1.5,UZ,1697596201
271,visby,57.6409,18.296,9.12,87,7,6.17,SE,1697596201
272,eldorado,-23.7869,-54.2836,25.12,70,69,4.21,BR,1697595908
273,ancud,-41.8697,-73.8203,8.41,88,22,1.23,CL,1697595781
274,dryden,49.7833,-92.7503,11.16,66,100,3.6,CA,1697596201
275,tutoia,-2.7619,-42.2744,26.22,79,77,4.88,BR,1697596202
276,la ronge,55.1001,-105.2842,6.14,75,40,1.03,CA,1697595776
277,chinde,26.8418,88.0763,18.7,65,6,1.14,NP,1697596202
278,kardla,58.9978,22.7492,6.14,90,100,6.35,EE,1697596202
279,rutana,-3.8667,30.1,15.23,78,98,1.15,BI,1697596202
280,isla mujeres,21.2311,-86.731,22.03,53,99,4.95,MX,1697596203
281,hetauda,27.4284,85.0322,22.65,63,7,1.45,NP,1697596203
282,penn yan,42.6609,-77.0539,10.4,92,100,0.0,US,1697595912
283,anadyr,64.75,177.4833,-5.72,67,20,8.94,RU,1697595748
284,tsiombe,-25.3,45.4833,21.72,94,100,2.4,MG,1697595751
285,badiyah,22.45,58.8,24.91,59,1,2.02,OM,1697596204
286,wewak,-3.5534,143.6268,29.85,66,21,2.26,PG,1697596204
287,cill airne,52.05,-9.5167,12.76,95,100,5.72,IE,1697595748
288,siwa oasis,29.2041,25.5195,20.87,63,0,2.02,EG,1697596204
289,naha,26.2125,127.6811,27.38,56,40,3.6,JP,1697595927
290,aldinga beach,-35.2793,138.4604,26.81,35,0,2.67,AU,1697596205
291,noyabrsk,63.1994,75.4507,6.8,97,23,4.47,RU,1697596205
292,hamilton,39.1834,-84.5333,10.4,85,75,2.57,US,1697595543
293,angaur state,6.906,134.13,28.16,73,19,1.1,PW,1697596205
294,demba,-5.51,22.2667,20.38,99,100,0.47,CD,1697596205
295,taoudenni,22.6783,-3.9836,30.07,15,0,3.37,ML,1697595783
296,crane,31.3974,-102.3501,20.37,32,0,8.25,US,1697595749
297,charef,34.621,2.795,17.83,33,4,3.73,DZ,1697596206
298,bahia de caraquez,-0.6,-80.4167,25.1,85,57,2.75,EC,1697596206
299,codrington,-38.2667,141.9667,21.74,41,9,3.33,AU,1697595745
300,pisco,-13.7,-76.2167,19.03,88,0,6.69,PE,1697595753
301,kampung tanjung karang,3.4242,101.1849,32.64,65,69,0.3,MY,1697596206
302,lebu,-37.6167,-73.65,10.49,90,5,5.23,CL,1697595752
303,pass christian,30.3158,-89.2475,16.02,82,0,0.0,US,1697596207
304,altai,46.3722,96.2583,0.52,27,7,1.55,MN,1697595804
305,mitu,1.1983,-70.1733,24.19,85,100,0.47,CO,1697595989
306,mahibadhoo,3.7833,72.9667,28.3,70,11,4.28,MV,1697596207
307,yaring,6.8662,101.3689,28.85,70,100,2.28,TH,1697596207
308,kirensk,57.7853,108.1119,0.57,95,99,0.89,RU,1697595803
309,villa zempoala,19.45,-96.4167,24.95,78,67,2.43,MX,1697596207
310,pangai,-19.8,-174.35,25.06,69,75,9.77,TO,1697596207
311,presidente medici,-11.1753,-61.9014,25.97,61,57,1.02,BR,1697596208
312,martapura,-3.4167,114.85,31.05,66,20,2.57,ID,1697596208
313,taitung city,22.7583,121.1444,26.15,83,75,1.54,TW,1697596208
314,san clemente,33.427,-117.612,24.34,87,20,1.34,US,1697596040
315,m'sila,35.7058,4.5419,21.88,23,20,4.76,DZ,1697596208
316,palora,-1.7,-77.9333,18.24,98,66,1.39,EC,1697596208
317,yeosu,34.7546,127.6599,18.82,52,29,1.72,KR,1697596209
318,nabire,-3.3667,135.4833,30.44,64,78,1.75,ID,1697595750
319,bikenibeu village,1.3673,173.1241,29.98,79,75,5.14,KI,1697596209
320,palu,-0.8917,119.8707,31.31,69,25,0.77,ID,1697596209
321,mount gambier,-37.8333,140.7667,22.63,32,7,2.22,AU,1697595788
322,esikhaleni,-28.871,31.8996,18.59,85,100,1.21,ZA,1697596209
323,glace bay,46.1969,-59.957,8.21,84,100,4.12,CA,1697596209
324,princeville,45.7668,-61.2985,7.51,94,75,2.57,CA,1697596209
325,carutapera,-1.195,-46.02,25.29,86,100,3.02,BR,1697595776
326,san patricio,28.017,-97.5169,20.47,46,0,3.55,US,1697595786
327,arkalyk,50.2486,66.9114,8.94,45,86,3.48,KZ,1697596210
328,kijang,35.2442,129.2139,19.85,38,99,4.46,KR,1697596210
329,shirgaon,19.7,72.7,27.8,64,6,3.32,IN,1697596210
330,ebon,4.582,168.6964,27.75,78,89,6.44,MH,1697596210
331,gumdag,39.2061,54.5906,15.8,53,100,0.39,TM,1697596210
332,porto novo,6.4965,2.6036,23.46,90,72,0.81,BJ,1697596210
333,sorong,-0.8833,131.25,28.8,72,9,2.43,ID,1697595758
334,dakhla,23.6848,-15.958,21.74,84,12,5.18,EH,1697596211
335,alaghsas,17.0187,8.0168,28.68,17,100,4.63,NE,1697596211
336,lazaro cardenas,17.9583,-102.2,26.09,87,100,0.13,MX,1697595727
337,puerto baquerizo moreno,-0.9,-89.6,23.51,84,64,4.58,EC,1697595742
338,san luis de la loma,17.2706,-100.8939,26.11,88,100,0.55,MX,1697595759
339,himatnagar,23.6,72.95,26.27,57,3,2.39,IN,1697596211
340,midvagur,62.0511,-7.1939,8.46,93,100,7.72,FO,1697596211
341,maralal,1.0968,36.698,15.17,84,54,2.31,KE,1697596212
342,shenjiamen,29.9576,122.298,22.42,62,0,6.17,CN,1697596212
343,guli,28.8833,120.0333,24.17,54,0,1.48,CN,1697596212
344,bairnsdale,-37.8333,147.6167,21.14,50,0,0.89,AU,1697595939
345,karratha,-20.7377,116.8463,34.81,15,0,1.59,AU,1697595744
346,puerto madryn,-42.7692,-65.0385,12.33,61,14,4.58,AR,1697596212
347,turar ryskulov,42.5333,70.3333,14.43,35,14,1.49,KZ,1697596213
348,moyale,3.5167,39.0584,19.73,83,48,1.89,KE,1697596213
349,at taraf,25.3628,49.725,24.3,76,0,2.94,SA,1697596213
350,kudymkar,59.0173,54.656,2.98,74,96,8.89,RU,1697596213
351,lorengau,-2.0226,147.2712,29.97,66,74,2.49,PG,1697596213
352,sechura,-5.5569,-80.8222,21.21,77,10,6.77,PE,1697596213
353,isafjordur,66.0755,-23.124,6.66,93,100,6.73,IS,1697595763
354,fort mcmurray,56.7268,-111.381,4.77,93,20,2.57,CA,1697596206
355,oloron-sainte-marie,43.1944,-0.6107,16.96,59,98,2.91,FR,1697596214
356,sosnogorsk,63.6023,53.8817,4.19,68,95,6.26,RU,1697596214
357,benguela,-12.5763,13.4055,22.7,82,98,1.88,AO,1697595753
358,port lincoln,-34.7333,135.8667,21.44,44,0,3.49,AU,1697595751
359,mana,5.6592,-53.7767,26.06,86,23,2.75,GF,1697596214
360,kingscliff,-28.2667,153.5667,22.65,77,100,6.17,AU,1697596214
361,beasain,43.0502,-2.2009,24.6,62,100,4.54,ES,1697596215
362,prince albert,53.2001,-105.7677,8.97,93,75,4.63,CA,1697596215
363,mount isa,-20.7333,139.5,34.87,10,0,3.09,AU,1697595782
364,santa ana,33.7456,-117.8678,26.34,79,20,3.09,US,1697596197
365,vernon,50.2581,-119.2691,13.75,58,100,1.34,CA,1697596215
